"","Periodo","Sexo","Municipios","value"
"565","1998","Mujeres","26008 Aldeanueva de Ebro",1202
"566","1997","Mujeres","26008 Aldeanueva de Ebro",NA
"567","1996","Mujeres","26008 Aldeanueva de Ebro",1220
"568","2016","Total","26009 Alesanco",507
"569","2015","Total","26009 Alesanco",505
"570","2014","Total","26009 Alesanco",528
"571","2013","Total","26009 Alesanco",537
"572","2012","Total","26009 Alesanco",541
"573","2011","Total","26009 Alesanco",562
"574","2010","Total","26009 Alesanco",509
"575","2009","Total","26009 Alesanco",482
"576","2008","Total","26009 Alesanco",494
"577","2007","Total","26009 Alesanco",478
"578","2006","Total","26009 Alesanco",488
"579","2005","Total","26009 Alesanco",490
"580","2004","Total","26009 Alesanco",437
"581","2003","Total","26009 Alesanco",452
"582","2002","Total","26009 Alesanco",470
"583","2001","Total","26009 Alesanco",476
"584","2000","Total","26009 Alesanco",480
"585","1999","Total","26009 Alesanco",490
"586","1998","Total","26009 Alesanco",505
"587","1997","Total","26009 Alesanco",NA
"588","1996","Total","26009 Alesanco",510
"589","2016","Hombres","26009 Alesanco",269
"590","2015","Hombres","26009 Alesanco",268
"591","2014","Hombres","26009 Alesanco",275
"592","2013","Hombres","26009 Alesanco",286
"593","2012","Hombres","26009 Alesanco",289
"594","2011","Hombres","26009 Alesanco",291
"595","2010","Hombres","26009 Alesanco",265
"596","2009","Hombres","26009 Alesanco",251
"597","2008","Hombres","26009 Alesanco",260
"598","2007","Hombres","26009 Alesanco",254
"599","2006","Hombres","26009 Alesanco",261
"600","2005","Hombres","26009 Alesanco",258
"601","2004","Hombres","26009 Alesanco",227
"602","2003","Hombres","26009 Alesanco",233
"603","2002","Hombres","26009 Alesanco",242
"604","2001","Hombres","26009 Alesanco",247
"605","2000","Hombres","26009 Alesanco",245
"606","1999","Hombres","26009 Alesanco",251
"607","1998","Hombres","26009 Alesanco",259
"608","1997","Hombres","26009 Alesanco",NA
"609","1996","Hombres","26009 Alesanco",262
"610","2016","Mujeres","26009 Alesanco",238
"611","2015","Mujeres","26009 Alesanco",237
"612","2014","Mujeres","26009 Alesanco",253
"613","2013","Mujeres","26009 Alesanco",251
"614","2012","Mujeres","26009 Alesanco",252
"615","2011","Mujeres","26009 Alesanco",271
"616","2010","Mujeres","26009 Alesanco",244
"617","2009","Mujeres","26009 Alesanco",231
"618","2008","Mujeres","26009 Alesanco",234
"619","2007","Mujeres","26009 Alesanco",224
"620","2006","Mujeres","26009 Alesanco",227
"621","2005","Mujeres","26009 Alesanco",232
"622","2004","Mujeres","26009 Alesanco",210
"623","2003","Mujeres","26009 Alesanco",219
"624","2002","Mujeres","26009 Alesanco",228
"625","2001","Mujeres","26009 Alesanco",229
"626","2000","Mujeres","26009 Alesanco",235
"627","1999","Mujeres","26009 Alesanco",239
"628","1998","Mujeres","26009 Alesanco",246
"629","1997","Mujeres","26009 Alesanco",NA
"630","1996","Mujeres","26009 Alesanco",248
"631","2016","Total","26010 Alesón",115
"632","2015","Total","26010 Alesón",124
"633","2014","Total","26010 Alesón",117
"634","2013","Total","26010 Alesón",115
"635","2012","Total","26010 Alesón",109
"636","2011","Total","26010 Alesón",117
"637","2010","Total","26010 Alesón",116
"638","2009","Total","26010 Alesón",132
"639","2008","Total","26010 Alesón",140
"640","2007","Total","26010 Alesón",134
"641","2006","Total","26010 Alesón",129
"642","2005","Total","26010 Alesón",119
"643","2004","Total","26010 Alesón",124
"644","2003","Total","26010 Alesón",131
"645","2002","Total","26010 Alesón",136
"646","2001","Total","26010 Alesón",143
"647","2000","Total","26010 Alesón",142
"648","1999","Total","26010 Alesón",142
"649","1998","Total","26010 Alesón",143
"650","1997","Total","26010 Alesón",NA
"651","1996","Total","26010 Alesón",146
"652","2016","Hombres","26010 Alesón",67
"653","2015","Hombres","26010 Alesón",74
"654","2014","Hombres","26010 Alesón",69
"655","2013","Hombres","26010 Alesón",66
"656","2012","Hombres","26010 Alesón",64
"657","2011","Hombres","26010 Alesón",65
"658","2010","Hombres","26010 Alesón",63
"659","2009","Hombres","26010 Alesón",69
"660","2008","Hombres","26010 Alesón",77
"661","2007","Hombres","26010 Alesón",76
"662","2006","Hombres","26010 Alesón",70
"663","2005","Hombres","26010 Alesón",65
"664","2004","Hombres","26010 Alesón",65
"665","2003","Hombres","26010 Alesón",67
"666","2002","Hombres","26010 Alesón",71
"667","2001","Hombres","26010 Alesón",73
"668","2000","Hombres","26010 Alesón",71
"669","1999","Hombres","26010 Alesón",71
"670","1998","Hombres","26010 Alesón",71
"671","1997","Hombres","26010 Alesón",NA
"672","1996","Hombres","26010 Alesón",72
"673","2016","Mujeres","26010 Alesón",48
"674","2015","Mujeres","26010 Alesón",50
"675","2014","Mujeres","26010 Alesón",48
"676","2013","Mujeres","26010 Alesón",49
"677","2012","Mujeres","26010 Alesón",45
"678","2011","Mujeres","26010 Alesón",52
"679","2010","Mujeres","26010 Alesón",53
"680","2009","Mujeres","26010 Alesón",63
"681","2008","Mujeres","26010 Alesón",63
"682","2007","Mujeres","26010 Alesón",58
"683","2006","Mujeres","26010 Alesón",59
"684","2005","Mujeres","26010 Alesón",54
"685","2004","Mujeres","26010 Alesón",59
"686","2003","Mujeres","26010 Alesón",64
"687","2002","Mujeres","26010 Alesón",65
"688","2001","Mujeres","26010 Alesón",70
"689","2000","Mujeres","26010 Alesón",71
"690","1999","Mujeres","26010 Alesón",71
"691","1998","Mujeres","26010 Alesón",72
"692","1997","Mujeres","26010 Alesón",NA
"693","1996","Mujeres","26010 Alesón",74
"694","2016","Total","26011 Alfaro",9553
"695","2015","Total","26011 Alfaro",9568
"696","2014","Total","26011 Alfaro",9688
"697","2013","Total","26011 Alfaro",9811
"698","2012","Total","26011 Alfaro",9851
"699","2011","Total","26011 Alfaro",9827
"700","2010","Total","26011 Alfaro",9813
"701","2009","Total","26011 Alfaro",9883
"702","2008","Total","26011 Alfaro",9727
"703","2007","Total","26011 Alfaro",9576
"704","2006","Total","26011 Alfaro",9550
"705","2005","Total","26011 Alfaro",9545
"706","2004","Total","26011 Alfaro",9461
"707","2003","Total","26011 Alfaro",9331
"708","2002","Total","26011 Alfaro",9330
"709","2001","Total","26011 Alfaro",9240
"710","2000","Total","26011 Alfaro",9083
"711","1999","Total","26011 Alfaro",9124
"712","1998","Total","26011 Alfaro",9098
"713","1997","Total","26011 Alfaro",NA
"714","1996","Total","26011 Alfaro",9257
"715","2016","Hombres","26011 Alfaro",4808
"716","2015","Hombres","26011 Alfaro",4828
"717","2014","Hombres","26011 Alfaro",4887
"718","2013","Hombres","26011 Alfaro",4951
"719","2012","Hombres","26011 Alfaro",4991
"720","2011","Hombres","26011 Alfaro",4986
"721","2010","Hombres","26011 Alfaro",4963
"722","2009","Hombres","26011 Alfaro",5045
"723","2008","Hombres","26011 Alfaro",5002
"724","2007","Hombres","26011 Alfaro",4918
"725","2006","Hombres","26011 Alfaro",4888
"726","2005","Hombres","26011 Alfaro",4888
"727","2004","Hombres","26011 Alfaro",4822
"728","2003","Hombres","26011 Alfaro",4750
"729","2002","Hombres","26011 Alfaro",4750
"730","2001","Hombres","26011 Alfaro",4685
"731","2000","Hombres","26011 Alfaro",4566
"732","1999","Hombres","26011 Alfaro",4580
"733","1998","Hombres","26011 Alfaro",4568
"734","1997","Hombres","26011 Alfaro",NA
"735","1996","Hombres","26011 Alfaro",4621
"736","2016","Mujeres","26011 Alfaro",4745
"737","2015","Mujeres","26011 Alfaro",4740
"738","2014","Mujeres","26011 Alfaro",4801
"739","2013","Mujeres","26011 Alfaro",4860
"740","2012","Mujeres","26011 Alfaro",4860
"741","2011","Mujeres","26011 Alfaro",4841
"742","2010","Mujeres","26011 Alfaro",4850
"743","2009","Mujeres","26011 Alfaro",4838
"744","2008","Mujeres","26011 Alfaro",4725
"745","2007","Mujeres","26011 Alfaro",4658
"746","2006","Mujeres","26011 Alfaro",4662
"747","2005","Mujeres","26011 Alfaro",4657
"748","2004","Mujeres","26011 Alfaro",4639
"749","2003","Mujeres","26011 Alfaro",4581
"750","2002","Mujeres","26011 Alfaro",4580
"751","2001","Mujeres","26011 Alfaro",4555
"752","2000","Mujeres","26011 Alfaro",4517
"753","1999","Mujeres","26011 Alfaro",4544
"754","1998","Mujeres","26011 Alfaro",4530
"755","1997","Mujeres","26011 Alfaro",NA
"756","1996","Mujeres","26011 Alfaro",4636
"757","2016","Total","26012 Almarza de Cameros",26
"758","2015","Total","26012 Almarza de Cameros",22
"759","2014","Total","26012 Almarza de Cameros",22
"760","2013","Total","26012 Almarza de Cameros",18
"761","2012","Total","26012 Almarza de Cameros",17
"762","2011","Total","26012 Almarza de Cameros",23
"763","2010","Total","26012 Almarza de Cameros",25
"764","2009","Total","26012 Almarza de Cameros",27
"765","2008","Total","26012 Almarza de Cameros",27
"766","2007","Total","26012 Almarza de Cameros",26
"767","2006","Total","26012 Almarza de Cameros",28
"768","2005","Total","26012 Almarza de Cameros",29
"769","2004","Total","26012 Almarza de Cameros",29
"770","2003","Total","26012 Almarza de Cameros",32
"771","2002","Total","26012 Almarza de Cameros",35
"772","2001","Total","26012 Almarza de Cameros",35
"773","2000","Total","26012 Almarza de Cameros",39
"774","1999","Total","26012 Almarza de Cameros",41
"775","1998","Total","26012 Almarza de Cameros",38
"776","1997","Total","26012 Almarza de Cameros",NA
"777","1996","Total","26012 Almarza de Cameros",40
"778","2016","Hombres","26012 Almarza de Cameros",16
"779","2015","Hombres","26012 Almarza de Cameros",14
"780","2014","Hombres","26012 Almarza de Cameros",15
"781","2013","Hombres","26012 Almarza de Cameros",12
"782","2012","Hombres","26012 Almarza de Cameros",11
"783","2011","Hombres","26012 Almarza de Cameros",15
"784","2010","Hombres","26012 Almarza de Cameros",15
"785","2009","Hombres","26012 Almarza de Cameros",16
"786","2008","Hombres","26012 Almarza de Cameros",16
"787","2007","Hombres","26012 Almarza de Cameros",16
"788","2006","Hombres","26012 Almarza de Cameros",18
"789","2005","Hombres","26012 Almarza de Cameros",18
"790","2004","Hombres","26012 Almarza de Cameros",17
"791","2003","Hombres","26012 Almarza de Cameros",18
"792","2002","Hombres","26012 Almarza de Cameros",21
"793","2001","Hombres","26012 Almarza de Cameros",21
"794","2000","Hombres","26012 Almarza de Cameros",24
"795","1999","Hombres","26012 Almarza de Cameros",26
"796","1998","Hombres","26012 Almarza de Cameros",24
"797","1997","Hombres","26012 Almarza de Cameros",NA
"798","1996","Hombres","26012 Almarza de Cameros",25
"799","2016","Mujeres","26012 Almarza de Cameros",10
"800","2015","Mujeres","26012 Almarza de Cameros",8
"801","2014","Mujeres","26012 Almarza de Cameros",7
"802","2013","Mujeres","26012 Almarza de Cameros",6
"803","2012","Mujeres","26012 Almarza de Cameros",6
"804","2011","Mujeres","26012 Almarza de Cameros",8
"805","2010","Mujeres","26012 Almarza de Cameros",10
"806","2009","Mujeres","26012 Almarza de Cameros",11
"807","2008","Mujeres","26012 Almarza de Cameros",11
"808","2007","Mujeres","26012 Almarza de Cameros",10
"809","2006","Mujeres","26012 Almarza de Cameros",10
"810","2005","Mujeres","26012 Almarza de Cameros",11
"811","2004","Mujeres","26012 Almarza de Cameros",12
"812","2003","Mujeres","26012 Almarza de Cameros",14
"813","2002","Mujeres","26012 Almarza de Cameros",14
"814","2001","Mujeres","26012 Almarza de Cameros",14
"815","2000","Mujeres","26012 Almarza de Cameros",15
"816","1999","Mujeres","26012 Almarza de Cameros",15
"817","1998","Mujeres","26012 Almarza de Cameros",14
"818","1997","Mujeres","26012 Almarza de Cameros",NA
"819","1996","Mujeres","26012 Almarza de Cameros",15
"820","2016","Total","26013 Anguciana",456
"821","2015","Total","26013 Anguciana",453
"822","2014","Total","26013 Anguciana",462
"823","2013","Total","26013 Anguciana",453
"824","2012","Total","26013 Anguciana",471
"825","2011","Total","26013 Anguciana",471
"826","2010","Total","26013 Anguciana",510
"827","2009","Total","26013 Anguciana",523
"828","2008","Total","26013 Anguciana",524
"829","2007","Total","26013 Anguciana",492
"830","2006","Total","26013 Anguciana",442
"831","2005","Total","26013 Anguciana",349
"832","2004","Total","26013 Anguciana",330
"833","2003","Total","26013 Anguciana",323
"834","2002","Total","26013 Anguciana",327
"835","2001","Total","26013 Anguciana",313
"836","2000","Total","26013 Anguciana",45
"837","1999","Total","26013 Anguciana",293
"838","1998","Total","26013 Anguciana",313
"839","1997","Total","26013 Anguciana",NA
"840","1996","Total","26013 Anguciana",318
"841","2016","Hombres","26013 Anguciana",253
"842","2015","Hombres","26013 Anguciana",247
"843","2014","Hombres","26013 Anguciana",253
"844","2013","Hombres","26013 Anguciana",247
"845","2012","Hombres","26013 Anguciana",258
"846","2011","Hombres","26013 Anguciana",256
"847","2010","Hombres","26013 Anguciana",281
"848","2009","Hombres","26013 Anguciana",299
"849","2008","Hombres","26013 Anguciana",304
"850","2007","Hombres","26013 Anguciana",285
"851","2006","Hombres","26013 Anguciana",257
"852","2005","Hombres","26013 Anguciana",192
"853","2004","Hombres","26013 Anguciana",181
"854","2003","Hombres","26013 Anguciana",175
"855","2002","Hombres","26013 Anguciana",174
"856","2001","Hombres","26013 Anguciana",168
"857","2000","Hombres","26013 Anguciana",29
"858","1999","Hombres","26013 Anguciana",150
"859","1998","Hombres","26013 Anguciana",160
"860","1997","Hombres","26013 Anguciana",NA
"861","1996","Hombres","26013 Anguciana",163
"862","2016","Mujeres","26013 Anguciana",203
"863","2015","Mujeres","26013 Anguciana",206
"864","2014","Mujeres","26013 Anguciana",209
"865","2013","Mujeres","26013 Anguciana",206
"866","2012","Mujeres","26013 Anguciana",213
"867","2011","Mujeres","26013 Anguciana",215
"868","2010","Mujeres","26013 Anguciana",229
"869","2009","Mujeres","26013 Anguciana",224
"870","2008","Mujeres","26013 Anguciana",220
"871","2007","Mujeres","26013 Anguciana",207
"872","2006","Mujeres","26013 Anguciana",185
"873","2005","Mujeres","26013 Anguciana",157
"874","2004","Mujeres","26013 Anguciana",149
"875","2003","Mujeres","26013 Anguciana",148
"876","2002","Mujeres","26013 Anguciana",153
"877","2001","Mujeres","26013 Anguciana",145
"878","2000","Mujeres","26013 Anguciana",16
"879","1999","Mujeres","26013 Anguciana",143
"880","1998","Mujeres","26013 Anguciana",153
"881","1997","Mujeres","26013 Anguciana",NA
"882","1996","Mujeres","26013 Anguciana",155
"883","2016","Total","26014 Anguiano",537
"884","2015","Total","26014 Anguiano",537
"885","2014","Total","26014 Anguiano",545
"886","2013","Total","26014 Anguiano",545
"887","2012","Total","26014 Anguiano",546
"888","2011","Total","26014 Anguiano",543
"889","2010","Total","26014 Anguiano",540
"890","2009","Total","26014 Anguiano",542
"891","2008","Total","26014 Anguiano",540
"892","2007","Total","26014 Anguiano",535
"893","2006","Total","26014 Anguiano",546
"894","2005","Total","26014 Anguiano",550
"895","2004","Total","26014 Anguiano",540
"896","2003","Total","26014 Anguiano",548
"897","2002","Total","26014 Anguiano",553
"898","2001","Total","26014 Anguiano",568
"899","2000","Total","26014 Anguiano",585
"900","1999","Total","26014 Anguiano",604
"901","1998","Total","26014 Anguiano",608
"902","1997","Total","26014 Anguiano",NA
"903","1996","Total","26014 Anguiano",643
"904","2016","Hombres","26014 Anguiano",297
"905","2015","Hombres","26014 Anguiano",303
"906","2014","Hombres","26014 Anguiano",307
"907","2013","Hombres","26014 Anguiano",310
"908","2012","Hombres","26014 Anguiano",309
"909","2011","Hombres","26014 Anguiano",304
"910","2010","Hombres","26014 Anguiano",301
"911","2009","Hombres","26014 Anguiano",299
"912","2008","Hombres","26014 Anguiano",301
"913","2007","Hombres","26014 Anguiano",305
"914","2006","Hombres","26014 Anguiano",307
"915","2005","Hombres","26014 Anguiano",308
"916","2004","Hombres","26014 Anguiano",295
"917","2003","Hombres","26014 Anguiano",295
"918","2002","Hombres","26014 Anguiano",305
"919","2001","Hombres","26014 Anguiano",311
"920","2000","Hombres","26014 Anguiano",322
"921","1999","Hombres","26014 Anguiano",333
"922","1998","Hombres","26014 Anguiano",333
"923","1997","Hombres","26014 Anguiano",NA
"924","1996","Hombres","26014 Anguiano",359
"925","2016","Mujeres","26014 Anguiano",240
"926","2015","Mujeres","26014 Anguiano",234
"927","2014","Mujeres","26014 Anguiano",238
"928","2013","Mujeres","26014 Anguiano",235
"929","2012","Mujeres","26014 Anguiano",237
"930","2011","Mujeres","26014 Anguiano",239
"931","2010","Mujeres","26014 Anguiano",239
"932","2009","Mujeres","26014 Anguiano",243
"933","2008","Mujeres","26014 Anguiano",239
"934","2007","Mujeres","26014 Anguiano",230
"935","2006","Mujeres","26014 Anguiano",239
"936","2005","Mujeres","26014 Anguiano",242
"937","2004","Mujeres","26014 Anguiano",245
"938","2003","Mujeres","26014 Anguiano",253
"939","2002","Mujeres","26014 Anguiano",248
"940","2001","Mujeres","26014 Anguiano",257
"941","2000","Mujeres","26014 Anguiano",263
"942","1999","Mujeres","26014 Anguiano",271
"943","1998","Mujeres","26014 Anguiano",275
"944","1997","Mujeres","26014 Anguiano",NA
"945","1996","Mujeres","26014 Anguiano",284
"946","2016","Total","26015 Arenzana de Abajo",244
"947","2015","Total","26015 Arenzana de Abajo",232
"948","2014","Total","26015 Arenzana de Abajo",243
"949","2013","Total","26015 Arenzana de Abajo",255
"950","2012","Total","26015 Arenzana de Abajo",264
"951","2011","Total","26015 Arenzana de Abajo",274
"952","2010","Total","26015 Arenzana de Abajo",292
"953","2009","Total","26015 Arenzana de Abajo",291
"954","2008","Total","26015 Arenzana de Abajo",273
"955","2007","Total","26015 Arenzana de Abajo",261
"956","2006","Total","26015 Arenzana de Abajo",251
"957","2005","Total","26015 Arenzana de Abajo",252
"958","2004","Total","26015 Arenzana de Abajo",265
"959","2003","Total","26015 Arenzana de Abajo",282
"960","2002","Total","26015 Arenzana de Abajo",300
